ID,Name,Pos,Team,Price,22_fix,22_xmins,22_pts,22_g,22_a,22_cs,22_bon,22_dmins,22_likelihood,23_fix,23_xmins,23_pts,23_g,23_a,23_cs,23_bon,23_dmins,23_likelihood,24_fix,24_xmins,24_pts,24_g,24_a,24_cs,24_bon,24_dmins,24_likelihood,25_fix,25_xmins,25_pts,25_g,25_a,25_cs,25_bon,25_dmins,25_likelihood,26_fix,26_xmins,26_pts,26_g,26_a,26_cs,26_bon,26_dmins,26_likelihood
73,Kelly,2,BOU,43,(A): BHA,84.17,1.487,0.015,0.021,0.093,0.051,84.17,1,(H): NEW(H): BHA,80.2,1.832,0.012,0.023,0.136,0.081,80.21 79.84,1 0.02,(A): WOL(H): BHA,79.09,1.9989999999999999,0.013,0.025,0.158,0.096,79.12 77.48,1 0.02,(H): MCI,75.86,1.242,0.01,0.02,0.06,0.04,75.86,1,(A): ARS(H): BHA,77.4,1.398,0.011,0.018,0.064,0.043000000000000003,77.44 76.99,1 0.1
74,Dembélé,3,BOU,47,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
75,Anthony,3,BOU,52,(A): BHA,63.7,2.36,0.063,0.097,0.088,0.114,63.7,1,(H): NEW(H): BHA,42.7,1.799,0.043000000000000003,0.07100000000000001,0.072,0.09,42.81 37.22,1 0.02,(A): WOL(H): BHA,28.71,1.334,0.032,0.051000000000000004,0.043000000000000003,0.062,28.69 29.61,1 0.02,(H): MCI,28.26,1.195,0.026,0.039,0.019,0.044,28.26,1,(A): ARS(H): BHA,28.59,1.277,0.023,0.038,0.02,0.041999999999999996,28.77 26.78,1 0.1
76,Zemura,2,BOU,44,(A): BHA,47.84,1.055,0.009,0.021,0.055,0.028,47.84,1,(H): NEW(H): BHA,44.7,1.2249999999999999,0.008,0.022000000000000002,0.076,0.041,44.71 44.22,1 0.02,(A): WOL(H): BHA,38.9,1.18,0.008,0.02,0.074,0.043000000000000003,38.91 38.64,1 0.02,(H): MCI,36.96,0.781,0.005,0.015,0.03,0.016,36.96,1,(A): ARS(H): BHA,31.58,0.769,0.005,0.013,0.026000000000000002,0.015,31.7 30.34,1 0.1
77,Dennis,1,BOU,39,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
78,Jansson,2,BRE,42,(H): SOU,6.06,0.267,0.004,0.003,0.021,0.024,6.06,1,(A): ARS,21.93,0.479,0.007,0.005,0.027,0.015,21.93,1,(H): CRY,35.59,1.582,0.022,0.016,0.145,0.138,35.59,1,,0,0,0,0,0,0,,,(H): FUL,41.31,1.619,0.027,0.019,0.136,0.113,41.31,1
79,Nørgaard,3,BRE,53,(H): SOU,80.26,3.03,0.095,0.096,0.348,0.222,80.26,1,(A): ARS,79.27,2.249,0.048,0.048,0.105,0.117,79.27,1,(H): CRY,76.76,2.884,0.09,0.092,0.339,0.206,76.76,1,,0,0,0,0,0,0,,,(H): FUL,71.76,2.711,0.093,0.089,0.258,0.188,71.76,1
80,Toney,4,BRE,77,(H): SOU,87.3,5.241,0.517,0.219,0,0.88,87.3,1,(A): ARS,82.65,3.133,0.24,0.104,0,0.289,82.65,1,(H): CRY,60.82,3.573,0.346,0.15,0,0.572,60.82,1,,0,0,0,0,0,0,,,(H): FUL,59.41,3.686,0.368,0.159,0,0.599,59.41,1
81,Raya,1,BRE,47,(H): SOU,88.92,4.013,0,0.005,0.366,0.396,88.92,1,(A): ARS,87.25,3.182,0,0.002,0.104,0.275,87.25,1,(H): CRY,86.4,3.915,0,0.005,0.362,0.379,86.4,1,,0,0,0,0,0,0,,,(H): FUL,86.14,3.683,0,0.005,0.29,0.377,86.14,1
82,Canós,2,BRE,50,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
83,Dasilva,3,BRE,42,(H): SOU,46.26,2.413,0.084,0.106,0.186,0.207,46.26,1,(A): ARS,42.24,1.662,0.038,0.048,0.056,0.08,42.24,1,(H): CRY,42.19,2.215,0.078,0.096,0.166,0.185,42.19,1,,0,0,0,0,0,0,,,(H): FUL,41.64,2.24,0.084,0.103,0.136,0.208,41.64,1
84,Ajer,2,BRE,45,(H): SOU,60.05,2.667,0.031,0.045,0.247,0.244,60.05,1,(A): ARS,45.51,0.997,0.012,0.017,0.056,0.031,45.51,1,(H): CRY,41.24,1.884,0.021,0.031,0.167,0.162,41.24,1,,0,0,0,0,0,0,,,(H): FUL,37.61,1.564,0.021,0.031,0.123,0.112,37.61,1
85,Henry,2,BRE,45,(H): SOU,81.96,3.581,0.024,0.095,0.345,0.258,81.96,1,(A): ARS,81.54,1.671,0.012,0.046,0.101,0.044,81.54,1,(H): CRY,76.19,3.374,0.022,0.086,0.328,0.238,76.19,1,,0,0,0,0,0,0,,,(H): FUL,71.36,2.828,0.023,0.084,0.248,0.164,71.36,1
86,Janelt,3,BRE,55,(H): SOU,48.75,2.076,0.064,0.068,0.193,0.141,48.75,1,(A): ARS,49.5,1.601,0.031,0.034,0.064,0.068,49.5,1,(H): CRY,51.17,2.084,0.06,0.068,0.211,0.126,51.17,1,,0,0,0,0,0,0,,,(H): FUL,49.17,2.017,0.062,0.072,0.165,0.12,49.17,1
87,Ghoddos,3,BRE,48,(H): SOU,1.03,0.099,0.002,0.003,0.004,0.005,1.03,1,(A): ARS,1.18,0.094,0.001,0.001,0.001,0.002,1.18,1,(H): CRY,2.46,0.214,0.006,0.006,0.007,0.01,2.46,1,,0,0,0,0,0,0,,,(H): FUL,2.79,0.244,0.007,0.007,0.006,0.013,2.79,1
88,Jensen,3,BRE,48,(H): SOU,67.63,3.06,0.081,0.162,0.323,0.211,67.63,1,(A): ARS,65.61,2.202,0.038,0.078,0.106,0.093,65.61,1,(H): CRY,64.21,2.888,0.076,0.152,0.311,0.183,64.21,1,,0,0,0,0,0,0,,,(H): FUL,63.4,2.873,0.084,0.161,0.254,0.181,63.4,1
89,Wissa,3,BRE,53,(H): SOU,33.29,2.159,0.112,0.079,0.107,0.206,33.29,1,(A): ARS,32.81,1.527,0.056,0.039,0.037,0.07,32.81,1,(H): CRY,36.25,2.365,0.133,0.083,0.129,0.23,36.25,1,,0,0,0,0,0,0,,,(H): FUL,40.96,2.709,0.165,0.103,0.132,0.268,40.96,1
90,Roerslev,2,BRE,43,(H): SOU,40.08,1.932,0.012,0.055,0.158,0.189,40.08,1,(A): ARS,21.76,0.561,0.003,0.014,0.022,0.017,21.76,1,(H): CRY,19.91,0.93,0.006,0.024,0.061,0.09,19.91,1,,0,0,0,0,0,0,,,(H): FUL,20.66,0.894,0.007,0.028,0.054,0.073,20.66,1
91,Bech,2,BRE,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
92,Pinnock,2,BRE,44,(H): SOU,82.65,3.89,0.06,0.05,0.347,0.445,82.65,1,(A): ARS,80.03,1.733,0.028,0.023,0.1,0.077,80.03,1,(H): CRY,74.78,3.556,0.052,0.043,0.322,0.397,74.78,1,,0,0,0,0,0,0,,,(H): FUL,72.27,2.99,0.045,0.045,0.251,0.27,72.27,1
93,Onyeka,3,BRE,48,(H): SOU,1.96,0.121,0.003,0.002,0.003,0.004,1.96,1,(A): ARS,8.29,0.358,0.006,0.005,0.002,0.009,8.29,1,(H): CRY,13.21,0.668,0.02,0.015,0.016,0.026,13.21,1,,0,0,0,0,0,0,,,(H): FUL,18.16,0.931,0.03,0.023,0.03,0.036,18.16,1
94,Baptiste,3,BRE,45,(H): SOU,10.93,0.558,0.014,0.015,0.006,0.029,10.93,1,(A): ARS,11.96,0.521,0.008,0.008,0.002,0.015,11.96,1,(H): CRY,11.18,0.564,0.015,0.015,0.003,0.026,11.18,1,,0,0,0,0,0,0,,,(H): FUL,14.26,0.735,0.021,0.021,0.014,0.033,14.26,1
95,Mbeumo,4,BRE,58,(H): SOU,62.29,3.36,0.207,0.173,0,0.456,62.29,1,(A): ARS,60.05,2.328,0.1,0.083,0,0.176,60.05,1,(H): CRY,63.18,3.471,0.236,0.173,0,0.475,63.18,1,,0,0,0,0,0,0,,,(H): FUL,61.67,3.491,0.243,0.18,0,0.48,61.67,1
96,Goode,2,BRE,39,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
97,Forss,4,BRE,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
98,Thompson,2,BRE,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
99,Bidstrup,3,BRE,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
100,Balcombe,1,BRE,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
101,Lallana,3,BHA,49,(H): BOU,17.11,1.042,0.048,0.042,0.073,0.084,17.11,1,(A): CRY(A): BOU(H): CRY,35.78,1.78,0.063,0.061000000000000006,0.14300000000000002,0.111,35.4 44.41 45.92,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,51.98,2.904,0.126,0.12100000000000001,0.23500000000000001,0.24000000000000002,51.92 52.57 54.28,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,51.74,3.6899999999999995,0.147,0.13999999999999999,0.323,0.299,51.63 50.45 51.56 52.99,1 0.1 0.1 0.2
102,Steele,1,BHA,39,(H): BOU,1.3,0.064,0,0,0.007,0.005,1.3,1,(A): CRY(A): BOU(H): CRY,3.37,0.15,0,0,0.013,0.011,3.41 2.21 2.41,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,3.19,0.146,0,0,0.013,0.011,3.2 3.09 2.63,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,3.73,0.234,0,0,0.022000000000000002,0.02,3.74 3.07 4.59 3.6,1 0.1 0.1 0.2
103,Welbeck,4,BHA,65,(H): BOU,57.09,3.711,0.329,0.162,0,0.438,57.09,1,(A): CRY(A): BOU(H): CRY,45.82,2.4699999999999998,0.164,0.08800000000000001,0,0.234,45.82 45.48 46.32,1 0.02 0.02,(H): FUL(H): CRY(A): BOU,48.88,3.077,0.23900000000000002,0.128,0,0.365,48.95 47.18 47.2,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,49.21,3.838,0.277,0.147,0,0.443,49.06 48.99 50.96 49.2,1 0.1 0.1 0.2
104,Groß,3,BHA,55,(H): BOU,79.83,5.347,0.329,0.341,0.449,0.586,79.83,1,(A): CRY(A): BOU(H): CRY,76.49,3.554,0.112,0.222,0.321,0.26,76.51 75.81 76.25,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,73.08,3.984,0.148,0.28800000000000003,0.325,0.379,73.1 72.74 72.55,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,72.87,5.0809999999999995,0.18400000000000002,0.336,0.445,0.465,72.67 73.33 71.87 74.12,1 0.1 0.1 0.2
105,Duffy,2,FUL,43,(A): CHE,0.47,0.019,0,0,0,0,0.47,1,(H): NFO,2.59,0.126,0.003,0.001,0.004,0.01,2.59,1,(A): BHA,2.91,0.097,0.002,0.001,0.002,0.003,2.91,1,(H): WOL,3.6,0.161,0.004,0.001,0.006,0.011,3.6,1,(A): BRE,4.48,0.16,0.004,0.001,0.004,0.006,4.48,1
106,Dunk,2,BHA,47,(H): BOU,87.83,4.851,0.12,0.048,0.476,0.466,87.83,1,(A): CRY(A): BOU(H): CRY,86.15,3.6939999999999995,0.075,0.033,0.342,0.266,86.1 87.66 86.92,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,84.57,4.013,0.099,0.042,0.35800000000000004,0.35400000000000004,84.55 85.57 84.59,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,82.01,5.205000000000001,0.111,0.04700000000000001,0.477,0.507,82.16 82.31 82.28 80.96,1 0.1 0.1 0.2
107,March,3,BHA,52,(H): BOU,80.06,4.645,0.243,0.256,0.45,0.45,80.06,1,(A): CRY(A): BOU(H): CRY,77.25,3.608,0.149,0.161,0.323,0.28400000000000003,77.27 76.36 77.11,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,76.56,4.202,0.2,0.221,0.34,0.438,76.56 77.93 75.07,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,73.96,5.013999999999999,0.214,0.243,0.452,0.464,74.03 73.37 74.89 73.42,1 0.1 0.1 0.2
108,Webster,2,BHA,45,(H): BOU,69.1,3.738,0.074,0.037,0.376,0.344,69.1,1,(A): CRY(A): BOU(H): CRY,61.4,2.665,0.048,0.023,0.24000000000000002,0.194,61.54 59.48 56.3,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,62.83,3,0.066,0.031,0.263,0.262,63.04 58.46 56.84,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,57.21,3.63,0.06999999999999999,0.032,0.325,0.35000000000000003,56.74 58.09 58.4 58.5,1 0.1 0.1 0.2
109,Veltman,2,BHA,46,(H): BOU,38.26,2.085,0.024,0.034,0.183,0.213,38.26,1,(A): CRY(A): BOU(H): CRY,27.62,1.251,0.011,0.017,0.08800000000000001,0.096,27.7 25.47 25.64,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,22.36,1.0939999999999999,0.012,0.019,0.068,0.1,22.34 21.68 24.11,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,25.59,1.6780000000000002,0.017,0.026,0.116,0.163,25.41 26.39 25.95 25.89,1 0.1 0.1 0.2
110,Maupay,4,EVE,59,(H): ARS,25.43,1.118,0.051,0.031,0,0.068,25.43,1,(A): LIV,29.53,1.238,0.056,0.034,0,0.07,29.53,1,(H): LEE,27.95,1.553,0.102,0.058,0,0.167,27.95,1,(H): AVL(A): ARS,31.58,1.8030000000000002,0.10800000000000001,0.061,0,0.18000000000000002,31.6 31.44,1 0.15,(A): NFO,30.74,1.468,0.083,0.047,0,0.13,30.74,1
111,Trossard,3,ARS,67,(A): EVE,32.98,2.267,0.131,0.103,0.135,0.212,32.98,1,(H): BRE(H): MCI,34.94,4.412,0.242,0.193,0.237,0.404,35.74 34.14,1 1,(A): AVL,33.61,2.113,0.114,0.087,0.124,0.199,33.61,1,(H): EVE(A): LEI,32.72,2.584,0.153,0.115,0.147,0.246,33.07 32.67,0.15 1,(H): BOU,30.48,2.489,0.169,0.129,0.15,0.225,30.48,1
112,Cucurella,2,CHE,51,(H): FUL,52.91,2.761,0.024,0.087,0.237,0.264,52.91,1,(A): WHU,36.49,1.669,0.013,0.043,0.119,0.142,36.49,1,(H): SOU,33.02,1.878,0.015,0.053,0.145,0.197,33.02,1,(H): LIV(A): TOT,27.3,1.119,0.009,0.03,0.060000000000000005,0.057999999999999996,26.2 27.36,0.05 1,(H): LEE,23.22,1.208,0.012,0.038,0.071,0.112,23.22,1
113,Sánchez,1,BHA,46,(H): BOU,88.7,4.281,0,0.005,0.479,0.294,88.7,1,(A): CRY(A): BOU(H): CRY,86.63,3.8400000000000003,0,0.004,0.342,0.27,86.59 87.79 87.59,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,86.81,3.9389999999999996,0,0.005,0.365,0.28900000000000003,86.8 86.77 87.19,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,86.14,5.327,0,0.006,0.499,0.41,86.1 86.93 85.22 86.4,1 0.1 0.1 0.2
114,Lamptey,2,BHA,42,(H): BOU,37.66,2.133,0.018,0.068,0.171,0.208,37.66,1,(A): CRY(A): BOU(H): CRY,27.08,1.2630000000000001,0.008,0.033,0.078,0.093,27.15 23.76 26.72,1 0.02 0.02,(H): FUL(H): CRY(A): BOU,26.31,1.328,0.011,0.044000000000000004,0.08,0.113,26.35 24.48 26.33,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,27.82,1.87,0.014,0.053,0.12000000000000001,0.171,28.36 27.69 25.97 26.1,1 0.1 0.1 0.2
115,Alzate,3,BHA,44,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
116,Mac Allister,3,BHA,54,(H): BOU,0,0,0,0,0,0,0,1,(A): CRY(A): BOU(H): CRY,79.26,3.762,0.233,0.11800000000000001,0.325,0.28400000000000003,79.22 80.13 80.45,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,77.58,4.408,0.312,0.156,0.338,0.462,77.51 79.95 78.93,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,76.41,5.393,0.35100000000000003,0.17500000000000002,0.457,0.541,76.19 77.15 76.28 77.24,1 0.1 0.1 0.2
117,Moder,3,BHA,44,(H): BOU,0,0,0,0,0,0,0,1,(A): CRY(H): CRY(A): BOU,0,0,0,0,0,0,0 0 0,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,0,0,0,0,0,0,0 0 0,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): BOU(H): CRY(A): NEW,3.69,0.276,0.012,0.007,0.005,0.013999999999999999,3.52 4.9 3.72 4.18,1 0.1 0.2 0.1
118,Mwepu,3,BHA,53,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
119,Sarmiento,3,BHA,45,(H): BOU,33.55,1.969,0.08,0.088,0.136,0.133,33.55,1,(A): CRY(A): BOU(H): CRY,22.71,1.268,0.039,0.046,0.054,0.061000000000000006,22.78 21.74 20.35,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,21.32,1.3559999999999999,0.051000000000000004,0.058,0.051000000000000004,0.09,21.33 20.9 21.45,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): BOU(H): CRY(A): NEW,23.39,1.868,0.064,0.074,0.084,0.12000000000000001,23.49 20.61 24.82 22.35,1 0.1 0.2 0.1
120,Caicedo,3,BHA,50,(H): BOU,85.14,2.96,0.074,0.085,0.469,0.173,85.14,1,(A): CRY(A): BOU(H): CRY,82.11,2.54,0.046,0.057,0.334,0.111,82.12 82.69 81.24,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,79.76,2.6870000000000003,0.061,0.076,0.34700000000000003,0.14600000000000002,79.79 78.03 80.14,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,75.42,3.359,0.067,0.084,0.452,0.18400000000000002,75.12 77.75 76.54 75.23,1 0.1 0.1 0.2
121,Richards,3,BHA,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
122,Roberts,2,BHA,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
123,Undav,4,BHA,51,(H): BOU,1.55,0.152,0.011,0.005,0,0.015,1.55,1,(A): CRY(A): BOU(H): CRY,1.07,0.092,0.004,0.002,0,0.007,1.09 0.91 0.46,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,1.47,0.14100000000000001,0.008,0.004,0,0.014,1.47 1.6 1.24,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,1.96,0.23399999999999999,0.014,0.007,0,0.022000000000000002,1.91 2.26 2.11 2.01,1 0.1 0.1 0.2
124,Mitoma,3,BHA,51,(H): BOU,75.05,5.376,0.353,0.257,0.43,0.685,75.05,1,(A): CRY(A): BOU(H): CRY,72.76,4.123,0.228,0.17200000000000001,0.312,0.41300000000000003,72.73 73.63 73.48,1 0.02 0.02,(H): FUL(H): CRY(A): BOU,72.33,4.976,0.313,0.23600000000000002,0.329,0.655,72.36 72.57 70.54,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): BOU(A): NEW(H): CRY,70.57,6.044,0.35300000000000004,0.264,0.44,0.779,70.69 70.37 70.94 69.86,1 0.1 0.1 0.2
125,Enciso,4,BHA,47,(H): BOU,23.53,1.273,0.047,0.071,0,0.094,23.53,1,(A): CRY(A): BOU(H): CRY,15.19,0.778,0.018,0.032,0,0.039,15.23 14.56 13.96,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,13.42,0.781,0.025,0.039,0,0.054,13.34 15.59 15.16,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): BOU(H): CRY(A): NEW,16.14,1.191,0.036,0.054,0,0.082,16.08 16.84 16.61 15.12,1 0.1 0.2 0.1
126,Kozłowski,3,BHA,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
127,Azpilicueta,2,CHE,48,(H): FUL,44.05,2.162,0.02,0.048,0.189,0.179,44.05,1,(A): WHU,30.11,1.305,0.009,0.024,0.095,0.096,30.11,1,(H): SOU,18.85,0.991,0.008,0.021,0.067,0.094,18.85,1,(H): LIV(A): TOT,19.76,0.777,0.006,0.016,0.04,0.035,18.11 19.84,0.05 1,(H): LEE,17.71,0.87,0.008,0.022,0.052,0.071,17.71,1
128,Thiago Silva,2,CHE,55,(H): FUL,71.86,3.273,0.034,0.025,0.328,0.336,71.86,1,(A): WHU,66.1,2.627,0.025,0.018,0.248,0.25,66.1,1,(H): SOU,57.79,2.979,0.031,0.021,0.313,0.347,57.79,1,(H): LIV(A): TOT,58,1.961,0.022000000000000002,0.015,0.165,0.126,60.64 57.87,0.05 1,(H): LEE,56.57,2.634,0.034,0.021,0.258,0.267,56.57,1
129,Alonso,2,CHE,53,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
130,Jorginho,3,ARS,58,(A): EVE,42.16,1.796,0.054,0.057,0.194,0.107,42.16,1,(H): BRE(H): MCI,27.88,2.378,0.066,0.067,0.169,0.125,29.37 26.38,1 1,(A): AVL,27.62,1.152,0.027,0.03,0.091,0.062,27.62,1,(H): EVE(A): LEI,29.64,1.4889999999999999,0.043,0.045,0.126,0.08399999999999999,29.93 29.6,0.15 1,(H): BOU,31.52,1.564,0.059,0.057,0.158,0.094,31.52,1
131,Barkley,3,CHE,49,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
132,Kovacic,3,CHE,49,(H): FUL,0,0,0,0,0,0,0,1,(A): WHU,8.03,0.304,0.004,0.007,0.022,0.014,8.03,1,(H): SOU,24.13,0.968,0.016,0.028,0.113,0.057,24.13,1,(H): LIV(A): TOT,44.51,1.537,0.02,0.037000000000000005,0.128,0.066,39.47 44.76,0.05 1,(H): LEE,46.58,1.784,0.033,0.062,0.205,0.097,46.58,1
133,Arrizabalaga,1,CHE,45,(H): FUL,88.84,4.14,0,0.003,0.407,0.401,88.84,1,(A): WHU,88.27,3.929,0,0.002,0.332,0.449,88.27,1,(H): SOU,86.41,4.328,0,0.002,0.476,0.418,86.41,1,(H): LIV(A): TOT,85.7,3.622,0,0.002,0.24500000000000002,0.34900000000000003,85.42 85.71,0.05 1,(H): LEE,84.68,3.948,0,0.003,0.392,0.371,84.68,1
134,Kanté,3,CHE,48,(H): FUL,0,0,0,0,0,0,0,1,(A): WHU,0,0,0,0,0,0,0,1,(H): SOU,0,0,0,0,0,0,0,1,(H): LIV(A): TOT,0,0,0,0,0,0,0 0,0.05 1,(H): LEE,3.11,0.133,0.002,0.003,0.005,0.007,3.11,1
135,Ziyech,3,CHE,55,(H): FUL,28.92,1.773,0.073,0.106,0.098,0.162,28.92,1,(A): WHU,23.17,1.238,0.041,0.06,0.058,0.099,23.17,1,(H): SOU,19.89,1.247,0.051,0.069,0.063,0.107,19.89,1,(H): LIV(A): TOT,18.59,1.022,0.035,0.047,0.032,0.067,17.95 18.62,0.05 1,(H): LEE,14.32,0.933,0.04,0.054,0.03,0.082,14.32,1
136,Loftus-Cheek,3,CHE,50,(H): FUL,18.99,0.915,0.022,0.025,0.036,0.035,18.99,1,(A): WHU,29.14,1.234,0.025,0.028,0.076,0.039,29.14,1,(H): SOU,27.85,1.335,0.038,0.038,0.098,0.055,27.85,1,(H): LIV(A): TOT,30.75,1.328,0.028999999999999998,0.031,0.069,0.038,34.52 30.56,0.05 1,(H): LEE,28.34,1.366,0.041,0.044,0.089,0.056,28.34,1
137,Werner,4,CHE,79,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
138,Kenedy,2,CHE,39,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
139,Chilwell,2,CHE,58,(H): FUL,7.92,0.364,0.006,0.014,0.013,0.046,7.92,1,(A): WHU,18.63,0.842,0.01,0.023,0.049,0.087,18.63,1,(H): SOU,34.21,2.032,0.025,0.057,0.174,0.23,34.21,1,(H): LIV(A): TOT,43.77,1.7289999999999999,0.022000000000000002,0.052000000000000005,0.125,0.10700000000000001,42.89 43.81,0.05 1,(H): LEE,53.37,2.867,0.042,0.099,0.244,0.305,53.37,1
140,Pulisic,3,CHE,57,(H): FUL,0,0,0,0,0,0,0,1,(A): WHU,0,0,0,0,0,0,0,1,(H): SOU,0,0,0,0,0,0,0,1,(H): LIV(A): TOT,0,0,0,0,0,0,0 0,0.05 1,(H): LEE,3.21,0.212,0.01,0.008,0.001,0.014,3.21,1
141,Chalobah,2,CHE,46,(H): FUL,57.24,2.653,0.039,0.035,0.255,0.251,57.24,1,(A): WHU,41.66,1.684,0.019,0.016,0.153,0.138,41.66,1,(H): SOU,29.09,1.551,0.02,0.014,0.151,0.157,29.09,1,(H): LIV(A): TOT,29.4,1.054,0.013999999999999999,0.009999999999999998,0.081,0.055999999999999994,28.93 29.42,0.05 1,(H): LEE,30.73,1.48,0.022,0.015,0.137,0.128,30.73,1
142,Mount,3,CHE,74,(H): FUL,80.49,4.878,0.292,0.281,0.393,0.484,80.49,1,(A): WHU,77.93,3.926,0.203,0.19,0.317,0.373,77.93,1,(H): SOU,74.59,4.577,0.275,0.241,0.436,0.437,74.59,1,(H): LIV(A): TOT,71.28,3.675,0.202,0.166,0.227,0.29800000000000004,71.25 71.28,0.05 1,(H): LEE,70.81,4.621,0.299,0.255,0.351,0.468,70.81,1
143,Sarr,2,CHE,50,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
144,Hudson-Odoi,3,CHE,53,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
